route_distance_km,schedule_overlap_days,capacity_ratio,semantic_similarity,match_berhasil
0.21,3.0,0.1532,0.0,0
59.28,3.0,0.5565,0.0,0
260.28,3.0,0.7742,0.0,0
17.53,0.0,1.0323,0.0,0
23.87,0.0,0.8952,0.2545,0
23.87,0.0,0.25,0.0,0
0.0,0.0,0.8468,0.0,0
426.51,3.0,0.3065,0.0,0
260.28,0.0,0.9032,0.0,0
0.0,0.0,0.9032,0.6018,0
260.28,2.0,0.2177,0.0,0
1417.06,0.0,0.129,0.0,0
260.28,4.0,0.2097,0.0,0
22.3,0.0,0.2177,0.0,0
80.11,0.0,0.3226,0.0,0
426.51,0.0,0.9274,0.6538,0
1017.39,4.0,0.8065,0.0,0
426.51,0.0,0.0968,0.0,0
0.21,2.0,0.4919,0.565,1
80.11,0.0,0.6048,0.0,0
23.87,1.0,0.0645,0.0,0
196.59,0.0,0.1694,0.3375,0
59.28,4.0,0.5403,0.3038,1
80.11,0.0,1.0645,0.0,0
260.28,4.0,0.2984,0.0,0
17.53,0.0,0.4516,0.0,0
1128.75,0.0,4.6667,0.0,0
1376.28,0.0,1.4286,0.0,0
1525.99,2.0,1.5714,0.0,0
1356.23,1.0,0.381,0.0,0
1074.46,2.0,3.4286,0.0,0
990.33,1.0,2.4762,0.0,0
958.92,1.0,0.9524,0.0,0
972.31,0.0,2.1429,0.0,0
972.31,0.0,3.2857,0.5904,0
1525.99,0.0,0.5238,0.0,0
782.62,2.0,2.5238,0.0,0
1376.28,0.0,3.4286,0.0,0
1128.75,1.0,1.4286,0.0,0
1356.23,1.0,1.5714,0.0,0
536.09,0.0,3.9048,0.0,0
1525.99,1.0,0.5238,0.1978,0
958.92,1.0,2.4286,0.0,0
1376.28,0.0,0.4762,0.4824,0
941.53,0.0,3.5714,0.0,0
990.33,0.0,4.0,0.0,0
782.62,0.0,1.9524,0.0,0
972.31,0.0,4.3333,0.4201,0
1128.75,0.0,3.5714,0.602,0
1525.99,4.0,3.8571,0.0,0
1562.12,0.0,5.619,0.0,0
1356.23,0.0,4.0,0.0,0
990.33,4.0,0.9048,0.0,0
1299.14,3.0,3.0,0.0,0
0.0,1.0,4.7143,0.6607,0
972.31,0.0,2.1905,0.0,0
1376.28,2.0,2.1429,0.0,0
0.0,3.0,0.5238,0.6048,1
0.0,2.0,0.381,0.0,0
970.58,2.0,2.7143,0.0,0
972.31,3.0,0.5238,0.0,0
1562.12,2.0,1.2857,0.0,0
2097.49,0.0,2.2857,0.5504,0
0.0,0.0,0.9048,0.4462,0
1525.99,0.0,0.8095,0.0,0
1299.14,0.0,1.7143,0.0,0
1562.12,0.0,5.0476,0.0,0
1356.23,2.0,2.9048,0.0,0
972.31,1.0,4.2381,0.0,0
941.53,4.0,1.4286,0.0,0
1074.46,2.0,0.9048,0.0,0
0.0,0.0,1.8095,0.6603,0
970.58,0.0,5.0,0.746,0
1376.28,4.0,1.619,0.0,0
1074.46,0.0,1.9048,0.0,0
1128.75,1.0,4.9524,0.2054,0
958.92,0.0,1.5714,0.0,0
972.31,0.0,1.9524,0.0,0
782.62,0.0,1.0476,0.2091,0
972.31,3.0,4.1905,0.0,0
972.31,2.0,5.0952,0.0,0
1074.46,0.0,4.1905,0.5773,0
1562.12,0.0,2.0,0.0,0
2097.49,3.0,4.9524,0.2091,0
972.31,0.0,0.8571,0.0,0
2097.49,3.0,3.6667,0.2,0
958.92,0.0,0.9048,0.4778,0
1376.28,0.0,0.5714,0.0,0
1525.99,0.0,4.8095,0.6538,0
970.58,0.0,2.5238,0.0,0
1128.75,2.0,0.9524,0.0,0
0.0,0.0,2.0,0.0,0
1376.28,0.0,4.4762,0.0,0
2097.49,1.0,4.9524,0.0,0
536.09,1.0,1.8095,0.0,0
1562.12,0.0,0.5714,0.0,0
1128.75,1.0,2.7619,0.4778,0
1356.23,0.0,1.1429,0.0,0
1299.14,0.0,2.6667,0.595,0
1562.12,0.0,1.4762,0.0,0
972.31,2.0,0.2857,0.0,0
1299.14,2.0,3.9524,0.0,0
1356.23,0.0,3.4286,0.0,0
1074.46,2.0,5.5714,0.0,0
0.0,1.0,2.7143,0.4923,0
1525.99,2.0,3.1905,0.0,0
1525.99,2.0,0.381,0.0,0
1525.99,0.0,0.4762,0.4611,0
970.58,0.0,4.2857,0.2017,0
970.58,1.0,1.7619,0.0,0
782.62,0.0,2.1905,0.0,0
1525.99,1.0,1.1429,0.0,0
941.53,0.0,3.4286,0.0,0
0.0,1.0,0.9524,0.6048,1
958.92,0.0,3.1429,0.0,0
0.0,0.0,0.5714,0.0,0
782.62,0.0,5.7143,0.0,0
1299.14,1.0,0.9524,0.0,0
1299.14,4.0,3.8095,0.0,0
941.53,1.0,2.5714,0.2111,0
1525.99,1.0,0.7619,0.0,0
1376.28,2.0,3.4286,0.0,0
958.92,0.0,1.0952,0.0,0
1074.46,3.0,4.6667,0.0,0
0.0,0.0,5.2857,0.0,0
970.58,0.0,0.7619,0.0,0
1074.46,1.0,0.7143,0.0,0
1356.23,0.0,1.0476,0.0,0
1074.46,0.0,0.8095,0.0,0
958.92,0.0,4.4286,0.0,0
1074.46,1.0,0.5238,0.0,0
1525.99,0.0,0.3333,0.6005,0
1562.12,0.0,2.7619,0.0,0
1299.14,0.0,3.4762,0.5613,0
1562.12,0.0,3.1429,0.0,0
1074.46,0.0,1.1905,0.0,0
958.92,0.0,2.7143,0.0,0
972.31,1.0,1.7619,0.0,0
972.31,1.0,3.7619,0.0,0
970.58,2.0,4.9524,0.5504,0
1376.28,1.0,1.1905,0.0,0
1074.46,1.0,3.9524,0.0,0
1525.99,1.0,5.2381,0.0,0
1074.46,1.0,2.0476,0.4862,0
782.62,1.0,1.9524,0.4201,0
1299.14,0.0,0.8095,0.0,0
1356.23,0.0,0.5238,0.0,0
1128.75,0.0,1.5238,0.4923,0
0.0,0.0,2.3333,0.0,0
0.0,0.0,3.2857,0.0,0
0.0,0.0,1.0476,0.0,0
941.53,3.0,2.2857,0.0,0
958.92,0.0,4.7619,0.0,0
1299.14,0.0,3.2381,0.0,0
941.53,0.0,2.7619,0.0,0
1356.23,0.0,2.1905,0.0,0
958.92,0.0,3.7143,0.0,0
1074.46,0.0,4.4762,0.0,0
990.33,0.0,3.0952,0.0,0
0.0,0.0,1.5238,0.0,0
990.33,0.0,1.2857,0.0,0
941.53,2.0,2.3333,0.4136,0
1074.46,3.0,3.5238,0.0,0
1562.12,0.0,0.619,0.0,0
1074.46,0.0,5.4286,0.5942,0
1074.46,0.0,2.619,0.0,0
1128.75,0.0,4.3333,0.0,0
958.92,0.0,5.4762,0.5722,0
1376.28,0.0,3.8571,0.4201,0
970.58,0.0,1.8095,0.0,0
2097.49,0.0,1.8571,0.0,0
1525.99,0.0,1.0,0.0,0
1376.28,2.0,4.1429,0.0,0
0.0,0.0,0.5238,0.0,0
1074.46,1.0,0.6667,0.0,0
1562.12,0.0,2.7619,0.0,0
1356.23,2.0,3.5714,0.0,0
958.92,0.0,3.7143,0.0,0
972.31,0.0,1.8571,0.0,0
1299.14,0.0,2.2381,0.2111,0
1074.46,1.0,1.5714,0.0,0
970.58,0.0,5.5238,0.4251,0
941.53,1.0,1.8571,0.0,0
1128.75,0.0,5.0,0.0,0
972.31,0.0,3.1905,0.0,0
1074.46,0.0,3.2857,0.0,0
1562.12,0.0,2.0476,0.0,0
1356.23,0.0,1.9048,0.4504,0
0.0,0.0,5.5714,0.0,0
0.0,3.0,1.5238,0.0,0
970.58,3.0,0.9048,0.2054,0
1074.46,1.0,3.2857,0.0,0
1525.99,3.0,4.5714,0.0,0
1128.75,0.0,6.0952,0.2402,0
941.53,0.0,5.2857,0.0,0
941.53,0.0,1.4762,0.0,0
1299.14,0.0,5.0,0.0,0
536.09,4.0,1.8095,0.0,0
1525.99,0.0,5.3333,0.0,0
1299.14,0.0,5.3333,0.0,0
1525.99,4.0,1.2857,0.0,0
0.0,0.0,0.7619,0.0,0
1525.99,3.0,1.2381,0.0,0
972.31,0.0,1.2857,0.0,0
1376.28,0.0,1.9048,0.0,0
536.09,0.0,5.4762,0.6538,0
2097.49,2.0,4.7619,0.0,0
536.09,0.0,0.5714,0.0,0
970.58,4.0,2.9048,0.0,0
1376.28,0.0,3.5714,0.2111,0
941.53,0.0,0.381,0.0,0
782.62,0.0,1.0,0.0,0
1074.46,3.0,3.1905,0.0,0
1376.28,0.0,6.2857,0.6005,0
1525.99,4.0,1.7619,0.0,0
1128.75,0.0,2.6667,0.0,0
105.25,2.0,0.5665,0.0,0
360.93,0.0,0.1734,0.0,0
568.92,0.0,0.1908,0.5387,0
319.49,0.0,0.0462,0.0,0
0.0,0.0,0.4162,0.0,0
34.74,0.0,0.3006,0.0,0
0.0,0.0,0.1156,0.2509,0
19.7,2.0,0.2601,0.0,0
19.7,2.0,0.3988,0.5904,1
568.92,3.0,0.0636,0.0,0
196.6,0.0,0.3064,0.0,0
360.93,1.0,0.4162,0.0,0
105.25,0.0,0.1734,0.0,0
319.49,0.0,0.1908,0.2539,0
426.52,0.0,0.474,0.0,0
568.92,0.0,0.0636,0.0,0
0.0,0.0,0.2948,0.0,0
360.93,0.0,0.0578,0.4824,0
23.88,4.0,0.4335,0.0,0
34.74,2.0,0.4855,0.0,0
196.6,0.0,0.237,0.5292,0
19.7,2.0,0.526,0.0,0
105.25,0.0,0.4335,0.602,1
568.92,0.0,0.4682,0.0,0
566.68,1.0,0.6821,0.0,0
319.49,4.0,0.4855,0.0,0
34.74,0.0,0.1098,0.0,0
309.44,0.0,0.3642,0.0,0
956.7,0.0,0.5723,0.6607,0
19.7,2.0,0.2659,0.7995,1
360.93,0.0,0.2601,0.6443,0
1417.09,0.0,0.0636,0.6048,0
956.7,0.0,0.0462,0.0,0
7.33,0.0,0.3295,0.0,0
19.7,0.0,0.0636,0.2509,0
566.68,0.0,0.1561,0.0,0
1321.24,1.0,0.2775,0.5504,0
956.7,1.0,0.1098,0.4462,0
568.92,2.0,0.0983,0.0,0
309.44,4.0,0.2081,0.0,0
566.68,2.0,0.6127,0.0,0
319.49,0.0,0.3526,0.0,0
19.7,0.0,0.5145,0.5292,0
23.88,0.0,0.1734,0.0,0
0.0,0.0,0.1098,0.0,0
956.7,0.0,0.2197,0.6603,0
7.33,0.0,0.6069,0.746,0
360.93,0.0,0.1965,0.0,0
0.0,0.0,0.2312,0.0,0
105.25,0.0,0.6012,0.0,0
0.0,2.0,0.1908,0.0,0
19.7,1.0,0.237,0.0,0
196.6,0.0,0.1272,0.0,0
19.7,0.0,0.5087,0.0,0
19.7,0.0,0.6185,0.0,0
0.0,1.0,0.5087,0.5773,1
566.68,0.0,0.2428,0.0,0
1321.24,0.0,0.6012,0.0,0
19.7,0.0,0.104,0.0,0
1321.24,0.0,0.4451,0.0,0
0.0,2.0,0.1098,0.4778,1
360.93,0.0,0.0694,0.0,0
568.92,4.0,0.5838,0.6538,0
7.33,2.0,0.3064,0.2545,1
105.25,0.0,0.1156,0.0,0
956.7,3.0,0.2428,0.0,0
360.93,0.0,0.5434,0.2888,0
1321.24,0.0,0.6012,0.5292,0
426.52,0.0,0.2197,0.238,0
566.68,3.0,0.0694,0.2396,0
105.25,0.0,0.3353,0.4778,0
319.49,1.0,0.1387,0.0,0
309.44,1.0,0.3237,0.595,0
566.68,1.0,0.1792,0.0,0
19.7,0.0,0.0347,0.0,0
309.44,0.0,0.4798,0.2509,0
319.49,1.0,0.4162,0.0,0
0.0,0.0,0.6763,0.0,0
956.7,0.0,0.3295,0.4923,0
568.92,0.0,0.3873,0.552,0
568.92,0.0,0.0462,0.0,0
568.92,0.0,0.0578,0.4611,0
7.33,2.0,0.5202,0.0,0
7.33,0.0,0.2139,0.0,0
196.6,0.0,0.2659,0.0,0
568.92,0.0,0.1387,0.0,0
23.88,2.0,0.4162,0.2422,1
1417.09,0.0,0.1156,0.6048,0
0.0,1.0,0.3815,0.0,0
1417.09,0.0,0.0694,0.0,0
196.6,1.0,0.6936,0.0,0
309.44,0.0,0.1156,0.2574,0
309.44,0.0,0.4624,0.2422,0
23.88,0.0,0.3121,0.0,0
568.92,0.0,0.0925,0.2639,0
360.93,0.0,0.4162,0.565,0
0.0,1.0,0.1329,0.0,0
0.0,0.0,0.5665,0.6798,0
1417.09,1.0,0.6416,0.0,0
7.33,2.0,0.0925,0.0,0
0.0,0.0,0.0867,0.0,0
319.49,2.0,0.1272,0.0,0
0.0,0.0,0.0983,0.0,0
0.0,0.0,0.5376,0.0,0
0.0,0.0,0.0636,0.0,0
568.92,0.0,0.0405,0.0,0
566.68,1.0,0.3353,0.0,0
309.44,0.0,0.422,0.0,0
566.68,3.0,0.3815,0.0,0
0.0,0.0,0.1445,0.0,0
0.0,0.0,0.3295,0.0,0
19.7,0.0,0.2139,0.0,0
19.7,0.0,0.4566,0.0,0
7.33,0.0,0.6012,0.5504,0
360.93,0.0,0.1445,0.0,0
0.0,0.0,0.4798,0.0,0
568.92,0.0,0.6358,0.0,0
0.0,0.0,0.2486,0.4862,0
196.6,0.0,0.237,0.0,0
309.44,2.0,0.0983,0.0,0
319.49,1.0,0.0636,0.0,0
105.25,3.0,0.185,0.4923,1
1417.09,3.0,0.2832,0.0,0
1417.09,3.0,0.3988,0.0,0
956.7,1.0,0.1272,0.0,0
23.88,0.0,0.2775,0.0,0
0.0,3.0,0.578,0.0,0
309.44,0.0,0.3931,0.0,0
23.88,1.0,0.3353,0.0,0
319.49,0.0,0.2659,0.0,0
0.0,0.0,0.4509,0.0,0
0.0,2.0,0.5434,0.0,0
34.74,3.0,0.3757,0.0,0
956.7,1.0,0.185,0.0,0
34.74,3.0,0.1561,0.0,0
23.88,0.0,0.2832,0.0,0
0.0,0.0,0.4277,0.238,0
566.68,0.0,0.0751,0.546,0
0.0,1.0,0.659,0.0,0
0.0,1.0,0.3179,0.0,0
105.25,1.0,0.526,0.0,0
0.0,3.0,0.6647,0.0,0
360.93,0.0,0.4682,0.0,0
7.33,1.0,0.2197,0.0,0
1321.24,0.0,0.2254,0.2455,0
568.92,3.0,0.1214,0.0,0
360.93,0.0,0.5029,0.546,0
1417.09,0.0,0.0636,0.0,0
0.0,0.0,0.0809,0.0,0
566.68,1.0,0.3353,0.0,0
319.49,0.0,0.4335,0.0,0
0.0,0.0,0.4509,0.0,0
19.7,1.0,0.2254,0.0,0
309.44,0.0,0.2717,0.0,0
0.0,0.0,0.1908,0.0,0
7.33,1.0,0.6705,0.0,0
23.88,0.0,0.2254,0.0,0
105.25,2.0,0.6069,0.3038,1
19.7,0.0,0.3873,0.0,0
0.0,2.0,0.3988,0.0,0
566.68,4.0,0.2486,0.0,0
319.49,0.0,0.2312,0.4504,0
1417.09,0.0,0.6763,0.0,0
956.7,0.0,0.185,0.0,0
7.33,0.0,0.1098,0.0,0
0.0,0.0,0.3988,0.0,0
568.92,0.0,0.5549,0.0,0
105.25,2.0,0.7399,0.0,0
23.88,2.0,0.6416,0.2545,1
23.88,2.0,0.1792,0.0,0
309.44,2.0,0.6069,0.0,0
426.52,0.0,0.2197,0.0,0
568.92,1.0,0.6474,0.0,0
309.44,1.0,0.6474,0.0,0
568.92,0.0,0.1561,0.0,0
1417.09,2.0,0.0925,0.0,0
568.92,0.0,0.1503,0.0,0
19.7,1.0,0.1561,0.0,0
360.93,2.0,0.2312,0.0,0
426.52,1.0,0.6647,0.6538,0
1321.24,0.0,0.578,0.0,0
426.52,3.0,0.0694,0.0,0
7.33,0.0,0.3526,0.565,0
360.93,1.0,0.4335,0.0,0
23.88,0.0,0.0462,0.0,0
196.6,3.0,0.1214,0.0,0
0.0,0.0,0.3873,0.3038,0
360.93,1.0,0.763,0.0,0
568.92,0.0,0.2139,0.0,0
105.25,0.0,0.3237,0.0,0
466.7,4.0,2.8,1.0,0
204.96,0.0,0.8571,1.0,0
0.0,0.0,0.9429,1.0,0
250.3,2.0,0.2286,1.0,0
564.86,0.0,2.0571,1.0,0
659.22,0.0,1.4857,1.0,0
662.08,0.0,0.5714,1.0,0
664.08,2.0,1.2857,1.0,0
664.08,0.0,1.9714,1.0,0
0.0,3.0,0.3143,1.0,1
851.48,1.0,1.5143,1.0,0
204.96,0.0,2.0571,1.0,0
466.7,0.0,0.8571,1.0,0
250.3,0.0,0.9429,1.0,0
1000.89,0.0,2.3429,1.0,0
0.0,1.0,0.3143,1.0,1
662.08,0.0,1.4571,1.0,0
204.96,1.0,0.2857,1.0,0
685.89,1.0,2.1429,1.0,0
659.22,0.0,2.4,1.0,0
851.48,3.0,1.1714,1.0,0
664.08,0.0,2.6,1.0,0
466.7,0.0,2.1429,1.0,0
0.0,0.0,2.3143,1.0,0
0.0,2.0,3.3714,1.0,0
250.3,4.0,2.4,1.0,0
659.22,0.0,0.5429,1.0,0
259.49,0.0,1.8,1.0,0
1517.51,0.0,2.8286,1.0,0
664.08,2.0,1.3143,1.0,0
204.96,0.0,1.2857,1.0,0
1968.0,0.0,0.3143,1.0,0
1517.51,0.0,0.2286,1.0,0
647.38,0.0,1.6286,1.0,0
664.08,0.0,0.3143,1.0,0
0.0,0.0,0.7714,1.0,1
773.63,0.0,1.3714,1.0,0
1517.51,1.0,0.5429,1.0,0
0.0,0.0,0.4857,1.0,0
259.49,2.0,1.0286,1.0,0
0.0,3.0,3.0286,1.0,0
250.3,1.0,1.7429,1.0,0
664.08,2.0,2.5429,1.0,0
685.89,0.0,0.8571,1.0,0
564.86,0.0,0.5429,1.0,0
1517.51,1.0,1.0857,1.0,0
647.38,0.0,3.0,1.0,0
204.96,0.0,0.9714,1.0,0
564.86,0.0,1.1429,1.0,0
466.7,0.0,2.9714,1.0,0
662.08,0.0,0.9429,1.0,0
664.08,1.0,1.1714,1.0,0
851.48,0.0,0.6286,1.0,0
664.08,0.0,2.5143,1.0,0
664.08,1.0,3.0571,1.0,0
564.86,3.0,2.5143,1.0,0
0.0,2.0,1.2,1.0,0
773.63,0.0,2.9714,1.0,0
664.08,1.0,0.5143,1.0,0
773.63,0.0,2.2,1.0,0
662.08,2.0,0.5429,1.0,0
204.96,1.0,0.3429,1.0,0
0.0,2.0,2.8857,1.0,0
647.38,2.0,1.5143,1.0,0
466.7,0.0,0.5714,1.0,0
1517.51,4.0,1.2,1.0,0
204.96,1.0,2.6857,1.0,0
773.63,3.0,2.9714,1.0,0
1000.89,0.0,1.0857,1.0,0
0.0,3.0,0.3429,1.0,1
466.7,0.0,1.6571,1.0,0
250.3,1.0,0.6857,1.0,0
259.49,0.0,1.6,1.0,0
0.0,2.0,0.8857,1.0,1
664.08,0.0,0.1714,1.0,0
259.49,0.0,2.3714,1.0,0
250.3,0.0,2.0571,1.0,0
564.86,0.0,3.3429,1.0,0
1517.51,0.0,1.6286,1.0,0
0.0,1.0,1.9143,1.0,0
0.0,0.0,0.2286,1.0,0
0.0,0.0,0.2857,1.0,0
647.38,2.0,2.5714,1.0,0
647.38,0.0,1.0571,1.0,0
851.48,1.0,1.3143,1.0,0
0.0,0.0,0.6857,1.0,1
685.89,0.0,2.0571,1.0,0
1968.0,0.0,0.5714,1.0,0
662.08,0.0,1.8857,1.0,0
1968.0,1.0,0.3429,1.0,0
851.48,0.0,3.4286,1.0,0
259.49,0.0,0.5714,1.0,0
259.49,0.0,2.2857,1.0,0
685.89,3.0,1.5429,1.0,0
0.0,0.0,0.4571,1.0,0
204.96,0.0,2.0571,1.0,0
662.08,3.0,0.6571,1.0,0
564.86,0.0,2.8,1.0,0
1968.0,1.0,3.1714,1.0,0
647.38,0.0,0.4571,1.0,0
564.86,2.0,0.4286,1.0,0
250.3,0.0,0.6286,1.0,0
564.86,1.0,0.4857,1.0,0
662.08,1.0,2.6571,1.0,0
564.86,0.0,0.3143,1.0,0
0.0,1.0,0.2,1.0,1
0.0,0.0,1.6571,1.0,0
259.49,1.0,2.0857,1.0,0
0.0,3.0,1.8857,1.0,0
564.86,0.0,0.7143,1.0,0
662.08,0.0,1.6286,1.0,0
664.08,0.0,1.0571,1.0,0
664.08,0.0,2.2571,1.0,0
647.38,0.0,2.9714,1.0,0
204.96,2.0,0.7143,1.0,0
564.86,0.0,2.3714,1.0,0
0.0,0.0,3.1429,1.0,0
564.86,0.0,1.2286,1.0,0
851.48,0.0,1.1714,1.0,0
259.49,2.0,0.4857,1.0,0
250.3,1.0,0.3143,1.0,0
466.7,4.0,0.9143,1.0,0
1968.0,3.0,1.4,1.0,0
1968.0,1.0,1.9714,1.0,0
1517.51,1.0,0.6286,1.0,0
685.89,0.0,1.3714,1.0,0
662.08,0.0,2.8571,1.0,0
259.49,0.0,1.9429,1.0,0
685.89,0.0,1.6571,1.0,0
250.3,0.0,1.3143,1.0,0
662.08,1.0,2.2286,1.0,0
564.86,0.0,2.6857,1.0,0
659.22,3.0,1.8571,1.0,0
1517.51,1.0,0.9143,1.0,0
659.22,2.0,0.7714,1.0,0
685.89,2.0,1.4,1.0,0
564.86,0.0,2.1143,1.0,0
0.0,2.0,0.3714,1.0,1
564.86,0.0,3.2571,1.0,0
564.86,0.0,1.5714,1.0,0
466.7,0.0,2.6,1.0,0
662.08,1.0,3.2857,1.0,0
204.96,2.0,2.3143,1.0,0
647.38,1.0,1.0857,1.0,0
773.63,3.0,1.1143,1.0,0
0.0,2.0,0.6,1.0,1
204.96,0.0,2.4857,1.0,0
1968.0,0.0,0.3143,1.0,0
564.86,0.0,0.4,1.0,0
0.0,0.0,1.6571,1.0,0
250.3,0.0,2.1429,1.0,0
662.08,0.0,2.2286,1.0,0
664.08,4.0,1.1143,1.0,0
259.49,1.0,1.3429,1.0,0
564.86,1.0,0.9429,1.0,0
647.38,0.0,3.3143,1.0,0
685.89,0.0,1.1143,1.0,0
466.7,1.0,3.0,1.0,0
664.08,1.0,1.9143,1.0,0
564.86,0.0,1.9714,1.0,0
0.0,4.0,1.2286,1.0,0
250.3,2.0,1.1429,1.0,0
1968.0,0.0,3.3429,1.0,0
1517.51,0.0,0.9143,1.0,0
647.38,0.0,0.5429,1.0,0
564.86,2.0,1.9714,1.0,0
0.0,0.0,2.7429,1.0,0
466.7,2.0,3.6571,1.0,0
685.89,2.0,3.1714,1.0,0
685.89,0.0,0.8857,1.0,0
259.49,3.0,3.0,1.0,0
1000.89,0.0,1.0857,1.0,0
0.0,1.0,3.2,1.0,0
259.49,1.0,3.2,1.0,0
0.0,0.0,0.7714,1.0,0
1968.0,3.0,0.4571,1.0,0
0.0,1.0,0.7429,1.0,1
664.08,1.0,0.7714,1.0,0
204.96,3.0,1.1429,1.0,0
1000.89,1.0,3.2857,1.0,0
773.63,2.0,2.8571,1.0,0
1000.89,0.0,0.3429,1.0,0
647.38,0.0,1.7429,1.0,0
204.96,1.0,2.1429,1.0,0
685.89,1.0,0.2286,1.0,0
851.48,0.0,0.6,1.0,0
564.86,1.0,1.9143,1.0,0
204.96,0.0,3.7714,1.0,0
0.0,0.0,1.0571,1.0,0
466.7,0.0,1.6,1.0,0
466.7,4.0,2.45,0.0,0
204.96,0.0,0.75,0.0,0
0.0,0.0,0.825,0.0,0
250.3,3.0,0.2,0.0,0
564.86,0.0,1.8,0.0,0
659.22,1.0,1.3,0.0,0
662.08,1.0,0.5,0.0,0
664.08,1.0,1.125,0.0,0
664.08,0.0,1.725,0.0,0
0.0,1.0,0.275,0.1038,1
851.48,3.0,1.325,0.0,0
204.96,0.0,1.8,0.0,0
466.7,0.0,0.75,0.0,0
250.3,1.0,0.825,0.0,0
1000.89,0.0,2.05,0.0,0
0.0,2.0,0.275,0.0,0
662.08,0.0,1.275,0.0,0
204.96,1.0,0.25,0.0,0
685.89,0.0,1.875,0.0,0
659.22,0.0,2.1,0.0,0
851.48,3.0,1.025,0.0,0
664.08,0.0,2.275,0.0,0
466.7,0.0,1.875,0.0,0
0.0,0.0,2.025,0.0,0
0.0,2.0,2.95,0.0,0
250.3,2.0,2.1,0.5246,0
659.22,0.0,0.475,0.0,0
259.49,0.0,1.575,0.1023,0
1517.51,0.0,2.475,0.0,0
664.08,2.0,1.15,0.0,0
204.96,2.0,1.125,0.0,0
1968.0,2.0,0.275,0.0,0
1517.51,2.0,0.2,0.3098,0
647.38,1.0,1.425,0.0,0
664.08,2.0,0.275,0.0,0
0.0,2.0,0.675,0.5246,1
773.63,0.0,1.2,0.0,0
1517.51,0.0,0.475,0.0,0
0.0,0.0,0.425,0.0,0
259.49,0.0,0.9,0.0,0
0.0,3.0,2.65,0.0,0
250.3,3.0,1.525,0.0,0
664.08,3.0,2.225,0.0,0
685.89,0.0,0.75,0.3385,0
564.86,1.0,0.475,0.0,0
1517.51,1.0,0.95,0.0,0
647.38,0.0,2.625,0.0,0
204.96,0.0,0.85,0.1246,0
564.86,0.0,1.0,0.0,0
466.7,0.0,2.6,0.0,0
662.08,0.0,0.825,0.0,0
664.08,0.0,1.025,0.1246,0
851.48,0.0,0.55,0.0,0
664.08,0.0,2.2,0.0,0
664.08,3.0,2.675,0.2937,0
564.86,3.0,2.2,0.0,0
0.0,2.0,1.05,0.1038,0
773.63,0.0,2.6,0.0,0
664.08,1.0,0.45,0.1077,0
773.63,0.0,1.925,0.0,0
662.08,2.0,0.475,0.0,0
204.96,1.0,0.3,0.5414,0
0.0,0.0,2.525,0.0,0
647.38,0.0,1.325,0.0,0
466.7,1.0,0.5,0.0,0
1517.51,3.0,1.05,0.0,0
204.96,1.0,2.35,0.0,0
773.63,4.0,2.6,0.0,0
1000.89,0.0,0.95,0.0,0
0.0,2.0,0.3,0.0,0
466.7,1.0,1.45,0.0,0
250.3,1.0,0.6,0.0,0
259.49,0.0,1.4,0.0,0
0.0,2.0,0.775,0.0,0
664.08,0.0,0.15,0.105,0
259.49,0.0,2.075,0.0,0
250.3,0.0,1.8,0.0,0
564.86,2.0,2.925,0.0,0
1517.51,0.0,1.425,0.0,0
0.0,3.0,1.675,0.0,0
0.0,0.0,0.2,0.0,0
0.0,0.0,0.25,0.0,0
647.38,1.0,2.25,0.0,0
647.38,1.0,0.925,0.286,0
851.48,1.0,1.15,0.0,0
0.0,1.0,0.6,0.5995,1
685.89,0.0,1.8,0.0,0
1968.0,0.0,0.5,0.0,0
662.08,0.0,1.65,0.0,0
1968.0,1.0,0.3,0.0,0
851.48,0.0,3.0,0.1023,0
259.49,1.0,0.5,0.0,0
259.49,1.0,2.0,0.0,0
685.89,4.0,1.35,0.0,0
0.0,0.0,0.4,0.0,0
204.96,0.0,1.8,0.0,0
662.08,3.0,0.575,0.0,0
564.86,0.0,2.45,0.0,0
1968.0,1.0,2.775,0.0,0
647.38,0.0,0.4,0.0,0
564.86,3.0,0.375,0.0,0
250.3,0.0,0.55,0.0,0
564.86,1.0,0.425,0.0,0
662.08,1.0,2.325,0.0,0
564.86,1.0,0.275,0.3234,0
0.0,1.0,0.175,0.0,0
0.0,0.0,1.45,0.0,0
259.49,1.0,1.825,0.0,0
0.0,2.0,1.65,0.0,0
564.86,0.0,0.625,0.0,0
662.08,0.0,1.425,0.3145,0
664.08,1.0,0.925,0.5246,0
664.08,1.0,1.975,0.0,0
647.38,0.0,2.6,0.0,0
204.96,3.0,0.625,0.3069,0
564.86,0.0,2.075,0.0,0
0.0,0.0,2.75,0.0,0
564.86,0.0,1.075,0.0,0
851.48,0.0,1.025,0.0,0
259.49,1.0,0.425,0.0,0
250.3,0.0,0.275,0.0,0
466.7,3.0,0.8,0.0,0
1968.0,1.0,1.225,0.1038,0
1968.0,0.0,1.725,0.0,0
1517.51,1.0,0.55,0.0,0
685.89,1.0,1.2,0.0,0
662.08,0.0,2.5,0.0,0
259.49,0.0,1.7,0.0,0
685.89,0.0,1.45,0.0,0
250.3,0.0,1.15,0.0,0
662.08,1.0,1.95,0.0,0
564.86,0.0,2.35,0.0,0
659.22,1.0,1.625,0.0,0
1517.51,1.0,0.8,0.3035,0
